text,sentiment,word_count,char_count,avg_word
good morning get ready go hospital get cat scan best wish,positive,11,57,4.2727272727272725
,neutral,1,0,0.0
going work 330am,neutral,3,16,4.666666666666667
uff hard get going today half night 6 year old son,neutral,11,50,3.6363636363636362
also lonely night wishing could go auduns doesnt bad dream,neutral,10,58,4.9
weekend started 'healthy lifeestyle' diet let see go keep ya posted progress,positive,12,76,5.416666666666667
ohh tell bout could stop munching stock running low buying today,neutral,11,64,4.909090909090909
look background thats want future date like well ever get,neutral,10,57,4.8
im alright thanks pal bored witless bored hell really want go somewhere,negative,12,71,5.0
sent twitterville 12 apple review screenshots etc released later week,neutral,10,69,6.0
foooood yummy whose washing dish rofl,positive,6,37,5.333333333333333
knowim trapped work day,negative,4,23,5.0
quickest way get seat london bus currently pretend sneeze loudly 34 time,neutral,12,72,5.083333333333333
delicious sushi niko niko vermont hollywood mm,positive,7,46,5.714285714285714
morning twitts heading home great sleep w bf tennille,positive,9,53,5.0
done jack green today good killer walking west hill though listening people,positive,12,75,5.333333333333333
thanks suggestion dont think itll easy convince cold calling isnt aweful though,neutral,12,79,5.666666666666667
thanks twitpic sure made laugh,positive,5,30,5.2
morning office,neutral,2,14,6.5
saw snl diplomacongrats must overjoyed finally going bednite,positive,8,60,6.625
want call,neutral,2,9,4.0
sigh im going bed dont feel right anymore,negative,8,41,4.25
darn one slipped right finger,neutral,5,29,5.0
bizzle checkin right,neutral,3,20,6.0
apparently misplaced ipod 30 gb,negative,5,31,5.4
happy star war day,positive,4,18,3.75
tuesday day long still get watch,neutral,6,32,4.5
looking forward android 15 pushed g1,neutral,6,36,5.166666666666667
rp rp rp crackheres mine threw mouth lil bitits leg lol,neutral,11,55,4.090909090909091
way get crate bella dolce sad cuz going tto richmond,negative,10,52,4.3
ciara great snlkimyou mentioned snl tonightjustin really good also,positive,9,66,6.444444444444445
lol charliei miss charlie,neutral,4,25,5.5
,neutral,1,0,0.0
making list sic 2009 attendance,neutral,5,31,5.4
brooklyn went hard back top 1st hajjisyea,negative,7,41,5.0
got tired kitchen uninhabital swept mopped floor dry ill work top,negative,11,65,5.0
nope cannot figure get update blackberry need go running,neutral,9,56,5.333333333333333
doubt boo always leave behind awesome roadtrips,negative,7,47,5.857142857142857
omg get 50 coupon time im obsessed catalog come mail,positive,10,52,4.3
sinking feeling go upbracing comedown,negative,5,37,6.6
hate waking early need make 27 hr pharmacy class sighhh news breakfast time,negative,13,75,4.846153846153846
make nice cup tea pop benadryllong daystay positive twitterbugsgoodnight,positive,9,72,7.111111111111111
think ff feline friday anyways want cat picture maybe caturday though,neutral,11,69,5.363636363636363
one love brittany forgot flower,negative,5,31,5.4
congrats knew princess would win sigjeans,positive,6,41,6.0
decleration yet crazy korean arent playing nice anymore think next im thinking war,negative,13,82,5.384615384615385
wishing happy monday wonderful start week make good one,positive,9,55,5.222222222222222
watching please twin going make iced tea bd,neutral,8,43,4.5
still asleep ahhh wtf,negative,4,21,4.5
ohhhhh barcalona please ruin bgt,positive,5,32,5.6
say poem ready write 'nothing else matters' well known song tell u,neutral,12,66,4.583333333333333
aw one fishies died,negative,4,19,4.0
found cant drink bar booo missing e1 palomino cheer sad face,negative,11,60,4.545454545454546
boston need one,neutral,3,15,4.333333333333333
hate interview going horrible today,negative,5,35,6.2
cry poor thing,negative,3,14,4.0
photo like da cooolooorss composition great scribkin,positive,7,52,6.571428571428571
,positive,1,0,0.0
1st period hate class cant wait im home ill b happiest person world wen im home,neutral,16,79,4.0
classic jt saturday evening,neutral,4,27,6.0
guess get dressed pretty,neutral,4,24,5.25
sweetest loveliest thing say made smile thank,positive,7,45,5.571428571428571
going start using fast access mtwittercom school,neutral,7,48,6.0
exactly like glasgow bgt busier,neutral,5,31,5.4
brad ive finished lol,neutral,4,21,4.5
zombie make great hugger bc dont lower arm move fast ï¿½ via,neutral,12,60,4.083333333333333
anything good country,neutral,3,21,6.333333333333333
good deal good thank one loving mom,positive,7,35,4.142857142857143
fun blatantly ignore advice,positive,4,27,6.0
im taking life guarding class fri 79pm sat 96pm sun 94pm mon 3630pm live eat breath life guard stuff yay,positive,20,104,4.25
im going pig ice cream potato chip,neutral,7,34,4.0
wish thereive moved san diego wa im depressed miss sunny san diegoooooooo,negative,12,73,5.166666666666667
,positive,1,0,0.0
lmao know pleaseeee reply got reply yet l x,neutral,9,43,3.888888888888889
blowout ended,neutral,2,13,6.0
watching next day air,neutral,4,21,4.5
lovely weekend thank like live exciting sure night night,positive,9,56,5.333333333333333
yes 16 minute,neutral,3,13,3.6666666666666665
goin good takin easy th weekend preparing big event comin girl inspire 2 great thing,positive,15,84,4.666666666666667
thanks funny true,positive,3,17,5.0
mm goodnight going play rock band 2 til time watch snl justin timberlake,neutral,13,72,4.615384615384615
late jump plane richmond va go condition concert think thats yes boo life ohio,neutral,14,78,4.642857142857143
israd yeah tired headache play game rygby ill right 33,negative,10,54,4.5
,neutral,1,0,0.0
lol toowerdphubbys fave driver martin happy,positive,6,43,6.333333333333333
im feelin sad depressed lonely unhappy rwhats wrong,negative,8,51,5.5
peep remix 'the wu dynasty' remix tape delayed give idea,negative,10,56,4.7
tucking tonight mogwai repeat,neutral,4,29,6.5
ok 1000th tweet ill use simply say 'thank you' ive met givingcaring people twitter,positive,14,82,4.928571428571429
lucien kerk one church vocalist,neutral,5,31,5.4
watching 'la rosa de guadalupe' damm episode true people make fun people virgin,neutral,13,79,5.153846153846154
hate bringing ipod school,negative,4,25,5.5
fab new pic way,positive,4,15,3.0
lol girl video disturbed love hk theme cute,neutral,8,43,4.5
want follower,neutral,2,13,6.0
time changing,neutral,2,13,6.0
bed two day migraine,negative,4,20,4.25
scared mouse figure youre scared maybe deal fear,neutral,8,48,5.125
hey need book go amy sedaris finishing say,neutral,8,42,4.375
im work ugghhhhh someone save,positive,5,29,5.0
poor greg stupid uk always sympathy vote xo,negative,8,43,4.5
fry arizona 1130 thats thing ate today feeeeeed meeeeee,negative,9,55,5.222222222222222
copyed chick reply wrote,neutral,4,24,5.25
around little earlier wanted phone rang 530 exercise good way start day right,positive,13,77,5.0
hey pleasant surprise,positive,3,21,6.333333333333333
right must sewing bye x,neutral,5,23,3.8
im worried something bad happened today dont know whats going happen next,negative,12,73,5.166666666666667
day home today proving rather lovely,positive,6,36,5.166666666666667
'somebody call answer quite slowly girl kaleidoscope eyes' yeah normal,neutral,10,70,6.1
please let get obsessed whatever whoever charge action youve bad job lately,negative,12,75,5.333333333333333
oh yeah see really get going lol doesnt care doesnt like heheheheh great,neutral,13,72,4.615384615384615
know im rogers im pretty sure dont agreement twitter,neutral,9,52,4.888888888888889
got dreaded call babysitter little h bumped head sitter say shes fine goose egg going fast,negative,16,90,4.6875
heyy finally got one oh good luck final today,positive,9,45,4.111111111111111
rabbit begining think showing sign becoming sped haha love ya,positive,10,61,5.2
happy mother day mother goodnight everyone else,positive,7,47,5.857142857142857
ughwhat boring day,negative,3,18,5.333333333333333
yes koi year baby well biggest one almost 2 ft long name,neutral,12,56,3.75
head head next head later yeahthat pretty much,neutral,8,46,4.875
aww cute smile,positive,3,14,4.0
watching bronco v chief 1994 montana v elway nfl network still nightmare game fu kc,negative,15,83,4.6
going without skype haha,neutral,4,24,5.25
want semester week half moving time,negative,6,35,5.0
gable good holiday chalet sight look v similar one going home today,positive,12,67,4.666666666666667
ionoi guess im getting l8r twit,neutral,6,31,4.333333333333333
hey girl sent ya message myspace,neutral,6,32,4.5
sure shell love work x,positive,5,22,3.6
morning romina,neutral,2,14,6.5
going bed beating snot hubby w texas hold,neutral,8,41,4.25
,negative,1,0,0.0
,neutral,1,0,0.0
cant find jewellry dressssss,negative,4,28,6.25
day dreaming fuzzball snl,neutral,4,25,5.5
thought going show,neutral,3,18,5.333333333333333
im trying dang hardest watch movie finish book,negative,8,46,4.875
awww mate thats shitter,negative,4,23,5.0
nt able follow anyone friendorfollowcom come itsucks,negative,7,52,6.571428571428571
ha nice thats german youre going get counting jibberish,neutral,9,55,5.222222222222222
hug hubby ill probably place come 1st september,positive,8,47,5.0
casagrande haha thanks keep raining might go,positive,7,44,5.428571428571429
hahaha ok hire mom paiseh haha shall washing,neutral,8,44,4.625
nice must see,positive,3,13,3.6666666666666665
suck woot misha,neutral,3,15,4.333333333333333
check song 'time lose it' wwwmyspacecomflownyce youll enjoy promise,positive,9,67,6.555555555555555
,neutral,1,0,0.0
magazine dream reality cs4 wishlist,neutral,5,35,6.2
star war boo want job hand act high school lol,positive,10,46,3.7
dinner done shower done time chill block chocolate,positive,8,50,5.375
victory bulldog celebrated 3 white chocolate cheesecake nom nom nom whatta fattyyy,negative,12,82,5.916666666666667
back work extremely slow start ups,negative,6,34,4.833333333333333
miss boy,negative,2,8,3.5
playing dj ray ride way delish sushi,neutral,7,36,4.285714285714286
bring yself go 1000 heroism badge achievement,neutral,7,45,5.571428571428571
missing sunshine trying stay awake 2 hour sleep,neutral,8,47,5.0
learn fly higher,positive,3,16,4.666666666666667
,neutral,1,0,0.0
yeah definitely pillow fight,neutral,4,28,6.25
last day school sad,negative,4,19,4.0
goodbey pressents,neutral,2,17,8.0
friend,neutral,1,6,6.0
thanks enjoy dinner tomorrow,positive,4,28,6.25
charlie brown today time,neutral,4,24,5.25
double rainbow organ pretty doesnt take edge 460 grocery tab,positive,10,60,5.1
keep long people ffwd like aac w chapter marker,neutral,9,47,4.333333333333333
work 4 close,neutral,3,12,3.3333333333333335
waiting friend come hang,neutral,4,24,5.25
chevre please follow chevre im using public tweeting thanks,positive,9,59,5.666666666666667
mooooooooornin leg ok,neutral,3,21,6.333333333333333
mama youre best thing ever happen thanks everything sorry hurting love 3,positive,12,72,5.083333333333333
thanks agreeing,positive,2,15,7.0
thundershower plus baseball equal awwww,positive,5,39,7.0
get message account suspended far know havent violated term contacting twitter,negative,11,78,6.181818181818182
today aba full emotional tear asd autism day harder others hard intervene poor baby,negative,14,83,5.0
wear jacket today co notice mark shirt,neutral,7,38,4.571428571428571
omg finish,neutral,2,10,4.5
mind telling book cuz barnes noble today found 2 book looked promising,positive,12,70,4.916666666666667
called answer shall try tomorrow,neutral,5,32,5.6
dare apologize uk gone dont apologize america never touring,neutral,9,59,5.666666666666667
sad right becuz lady,negative,4,20,4.25
cannot go cannot refused feel pain,negative,6,34,4.833333333333333
pretty hammered drunk prop two night row,neutral,7,40,4.857142857142857
,positive,1,0,0.0
thanks follow back,positive,3,18,5.333333333333333
cheeseburger,neutral,1,12,12.0
,neutral,1,0,0.0
soo tired couldnt get enough sleep,negative,6,34,4.833333333333333
everyone must watch thisits snowball dancing bird make dayi promise,positive,10,67,5.8
sorry hear,negative,2,10,4.5
wellnot spur,neutral,2,12,5.5
would still involve standing lol window high guess going go,neutral,10,59,5.0
leave meet im looking forward seeing im done wanted boourns wish work,negative,12,69,4.833333333333333
ahte stress supposed friday make want cry,negative,7,41,5.0
,neutral,1,0,0.0
dont think either cant remember,neutral,5,31,5.4
hey know trailer hannah montana jonas brother 3d concert experience trailer x,neutral,12,77,5.5
back yoga retreat recommend everyone,positive,5,36,6.4
depressing im stuck inside day,negative,5,30,5.2
oh mint lounge awesome night,positive,5,28,4.8
okay one ear popped know everything sound like everything reall loud,neutral,11,68,5.2727272727272725
thank saw comment chew aerobics really tickled,neutral,7,46,5.714285714285714
wa cool looking forward,positive,4,23,5.0
tried edit page couldnt add name pop list please,neutral,9,48,4.444444444444445
sorry reach either url,negative,4,22,4.75
sorry hear terrible news thinking x,negative,6,35,5.0
,neutral,1,0,0.0
he totally ignoring sad heartbroken,negative,5,35,6.2
would like macaroni cheese pleaseno,neutral,5,35,6.2
kewl jb chat awesome miss lot though 2 go 2 skewl,positive,11,49,3.5454545454545454
gasp love thank much sharing tim,positive,6,32,4.5
back head,neutral,2,9,4.0
work ina good mood,positive,4,18,3.75
tryna get 2 sing mic n said noooooooo,neutral,8,37,3.75
sad love kelly 3,negative,4,16,3.25
got let go today,neutral,4,16,3.25
congrats invisalign need get refitted mine got lazy stopped wearing,negative,10,67,5.8
watched prison break special sad ending,negative,6,39,5.666666666666667
,positive,1,0,0.0
read angel demon think oh beautiful sunny weather provence,positive,9,58,5.555555555555555
sent one abrams surrounded weather,neutral,5,34,6.0
,negative,1,0,0.0
good morning fella joy work today plan,positive,7,38,4.571428571428571
uh could come visit austin make gigantic moving decision closer st louis portland,neutral,13,81,5.3076923076923075
yup slowly recovering suck cant eat stuff im craving right gum cant take trip,negative,14,77,4.571428571428571
tried registering website go get error 4 browser firefox chrome ie safari,negative,12,73,5.166666666666667
oh wow youre fast hows life going 6 month ya xd,positive,11,47,3.3636363636363638
today tomorrow taipei anyone free drink,neutral,6,39,5.666666666666667
feel like dork using wrong ping group,negative,7,37,4.428571428571429
wishing babe wed ball,positive,4,21,4.5
part neuroanatomy takehome test iï¿½m,neutral,5,37,6.6
little thing link u england,neutral,5,27,4.6
work ded tonite though eeeeeee,neutral,5,30,5.2
thanks rt hoping classy follower,positive,5,32,5.6
oh duhi see thank,positive,4,17,3.5
using old phone gosh miss phone,negative,6,31,4.333333333333333
isnt local dish borrow,neutral,4,22,4.75
yet ate couple love reeces hard get nz stock bigtime state,neutral,11,58,4.363636363636363
think im pay attention type thing bout hit bush pretend purple,negative,11,62,4.7272727272727275
one million,neutral,2,11,5.0
come guy brazil well love happened,positive,6,34,4.833333333333333
wild oat pinot grigio v easy drink,positive,7,34,4.0
desperatly hoping dad take vanessa game,positive,6,39,5.666666666666667
getting ready goingaway dessert reception colleague who grad school,neutral,9,67,6.555555555555555
,neutral,1,0,0.0
love hot policeman come work,positive,5,28,4.8
hug im sorry anything,positive,4,21,4.5
ive already done washing spring step morning,neutral,7,44,5.428571428571429
pappadeux yummy strawberry lemonade,positive,4,35,8.0
oh good pierced bottom lip right sidemyself 12th grade piercings dress code,negative,12,75,5.333333333333333
probably best birthday ive ever got spend favorite people,positive,9,57,5.444444444444445
train turned microwave,neutral,3,22,6.666666666666667
hasa lemon cake oven going make pork casserole domestic,neutral,9,55,5.222222222222222
straightening hair,neutral,2,18,8.5
kudai pop rock band chile last one taking stage tonight,neutral,10,55,4.6
working till 5why playing miley cyrus company radio adele,neutral,9,57,5.444444444444445
going watch tv crazy night 7am work tomorrow ill live somehow least mean finish early,neutral,15,85,4.733333333333333
think ever laughed hard,positive,4,23,5.0
hell raining hate rain,negative,4,22,4.75
took kindof nap tummy hurt,negative,5,26,4.4
wow broke toe today stupid piece concrete lame job searching sight seeing brittany,negative,13,82,5.384615384615385
yea roadwarrior workaholic lifestyle,neutral,4,36,8.25
im sorry hear bad news send happy thought way find new job soon,neutral,13,63,3.923076923076923
cannot wait till may 22 show better stop hang newcastle,neutral,10,55,4.6
molly born birthday cue twilight zone music,positive,7,43,5.285714285714286
bon voyage birthday brother mccarran cyah vega july slept yet class 1 fun weekend,positive,14,81,4.857142857142857
feel way guess matter always meme,neutral,6,33,4.666666666666667
transferring 368558682 photo annoying want watch,negative,6,48,7.166666666666667
hello twitter,neutral,2,13,6.0
busy talking mom bhabhi liked card bro made waiting si get back church,positive,13,70,4.461538461538462
hey get info graduation think mom going let go cp guy still want go,neutral,14,67,3.857142857142857
walking dog horseforth park hangover sunday morning yay,positive,8,55,6.0
playing hooky work feel good going go get hair wonder fitzsimmons,positive,11,65,5.0
endless set list long grueling almost also sent gordos cell cuz he longer communicating internet 140,neutral,16,100,5.3125
didnt wake early enough go roller blading contrary tributary flow endlessly,neutral,11,75,5.909090909090909
oh ok guess next time,neutral,5,21,3.4
hi lady sorry delayed response appreciate lovewill month everything going,neutral,10,73,6.4
girl big hair rock today black velvet baby,neutral,8,42,4.375
anticipation making cup tea im agreeing must happen awesome,positive,9,59,5.666666666666667
,negative,1,0,0.0
today nice positive fun day several week bum day,positive,9,48,4.444444444444445
meow week ago today road trippin,neutral,6,32,4.5
hey ruthie girl send lovely twitts never respond im hurt hows mikey dion,neutral,13,72,4.615384615384615
well thank importantly,positive,3,22,6.666666666666667
feeling sick,negative,2,12,5.5
actually adorable ooh miss dude,neutral,5,31,5.4
geek mind think alike,neutral,4,21,4.5
lost favorite thing love always story year key chain,negative,9,52,4.888888888888889
weird usual ok thats like,positive,5,25,4.2
78 elaines online mommy give good advice,positive,7,40,4.857142857142857
goin dinner,neutral,2,11,5.0
lol good luck love vid ybwm,positive,6,27,3.6666666666666665
thank,positive,1,5,5.0
wanted go,neutral,2,9,4.0
haha good dream haha best friend forever haha sweet presh bailey zdbp,positive,12,69,4.833333333333333
way,neutral,1,3,3.0
started feeling bad ugh hate dont feel good,negative,8,43,4.5
,positive,1,0,0.0
ahh dang course better email back fast,negative,7,38,4.571428571428571
good morning,positive,2,12,5.5
,neutral,1,0,0.0
,neutral,1,0,0.0
want go home,neutral,3,12,3.3333333333333335
feel awful last night,negative,4,21,4.5
consolation youre definitely one hottest ggs imho,positive,7,49,6.142857142857143
anybody want comment,neutral,3,20,6.0
,neutral,1,0,0.0
feel loop twitter desktop havent listened weekly read engadget age,negative,10,66,5.7
lol girl cannot stop student cant afford 14 pop eyeshadow hooked,neutral,11,64,4.909090909090909
want 2 dinna hink itll get shown elgin n got nae1 2 go withn,neutral,14,60,3.357142857142857
,neutral,1,0,0.0
ahh baby cute happy mother day,positive,6,30,4.166666666666667
buy one shirt know want,neutral,5,23,3.8
man fully obsessed burrito enchilado style mom want go though,negative,10,61,5.2
miss home farm,negative,3,14,4.0
,positive,1,0,0.0
illustrated hard argue w make great point cant wrap heart around one,neutral,12,68,4.75
love charge,positive,2,11,5.0
need stop taking photo people camera luckily photo delivered,positive,9,60,5.777777777777778
morning twitter,neutral,2,15,7.0
watched coraline last night really good animation excellent creativity inspirational,positive,10,84,7.5
brad paisleyalison krauss whiskey lullabyso sad awesome,neutral,7,55,7.0
twitter foking today arg 1 12 hour work till weekend woooooo,negative,11,60,4.545454545454546
yes really hoped one last gas price story guess wasnt meant,neutral,11,59,4.454545454545454
wheres story want know want know,neutral,6,32,4.5
blue sky still grey hazy window,negative,6,31,4.333333333333333
happy mother day sweet mum,positive,5,26,4.4
looool chip ketchup ya waili 3alaiiik let fish finger im sure baked bean though,negative,14,79,4.714285714285714
spending mother day mom,neutral,4,23,5.0
hear barley keep follower currently tuff mobile device,negative,8,54,5.875
looking forward following journey endeavor subscribed blog,positive,7,58,7.428571428571429
hate ac doesnt work hot,negative,5,23,3.8
happy star war day,positive,4,18,3.75
real bad headache,negative,3,17,5.0
hanging goddaughter,neutral,2,19,9.0
finished death du jour school nerd,neutral,6,34,4.833333333333333
happyemox lmao lucky 10 minute foot ewww schoollol bus,negative,9,54,5.111111111111111
sigh always disappoint people get way everyone im might disappoint everyone else,negative,12,80,5.75
tired walked 605 kilometre today,negative,5,32,5.6
working resume listening rain enjoying circus boy,positive,7,49,6.142857142857143
im always last one officeespecially friday,neutral,6,42,6.166666666666667
app changed wallpaper one several hundred random interval hard find good wallpaper,negative,12,82,5.916666666666667
lol get bed,neutral,3,11,3.0
poor wavves meltdown barcelona drummer walked shoe thrown hand face,neutral,10,67,5.8
want see ephraim zenh tomorrow lot find sitter wtf everyone plan saturday nightsigh,negative,13,83,5.461538461538462
think malibu drink let u hit bottle woop woop,positive,9,45,4.111111111111111
course lol eat,neutral,3,14,4.0
im terrance middle left side center see,neutral,7,39,4.714285714285714
awe man hope someone turn,positive,5,25,4.2
irma vep rehearsal nonot really,neutral,5,31,5.4
heavenly donut 1130 nightsounds like heavenly match siyal8r,neutral,8,59,6.5
need serious cheering,negative,3,21,6.333333333333333
long hope x,neutral,3,11,3.0
,neutral,1,0,0.0
scared waiting call,negative,3,19,5.666666666666667
r still guess want talk,neutral,5,23,3.8
j soo want work tomorrow half day though hopefully sun stay going go get showered tweet l8rs,positive,17,92,4.470588235294118
wow one love,negative,3,12,3.3333333333333335
mon ami since 5 year young loveeee foreverrr,positive,8,44,4.625
oh no melted ice cream want,negative,6,27,3.6666666666666665
whatever pung haha care jk,neutral,5,26,4.4
retweetings favorite palin,positive,3,26,8.0
boognish wish clemmie would nice,positive,5,32,5.6
geez sorry hear steph hope thing improve soon know aint much sorry,neutral,12,66,4.583333333333333
ugh unattractive might well drink regular glass really like,negative,9,59,5.666666666666667
listens msi bakes banana bread weird remarkably much anymore,negative,9,60,5.777777777777778
grrrstupid internet connection ruined great scrabble game,negative,7,57,7.285714285714286
havent replying people seriously havent refreshed twitter sorry thanks,neutral,9,70,6.888888888888889
watching role model absolutely hilarious,positive,5,40,7.2
feeling effect spring sinus killing,negative,5,35,6.2
got done working outrelaxing work,positive,5,33,5.8
come overhere dutch dont dub might go hour bringtaraback,neutral,9,56,5.333333333333333
admit im bit bummed wasnt friend walking today,negative,8,46,4.875
stuck traffic 91 way costa mesa,negative,6,31,4.333333333333333
thank approving application twa forum honey keep good work,positive,9,58,5.555555555555555
positive thinker sure keeping around,positive,5,36,6.4
woke sound neighbor getting new roof,neutral,6,36,5.166666666666667
oh im sorry hun im fine thankskids driving nut hey ho theyre back school monday,neutral,15,79,4.333333333333333
mother day went lunch celebrate went shopping gift mom,positive,9,54,5.111111111111111
think get state theyll probably still touring wont home dammit,negative,10,62,5.3
,negative,1,0,0.0
oh yes amazed nice next go drive thats trust u haha,positive,11,51,3.727272727272727
awww rusk good tummy ache though p try fennel camomile tea work obviously try,positive,14,77,4.571428571428571
tea mmmm crispy cake headphone,neutral,5,30,5.2
hate weather suck wanted go tonight n mess like,negative,9,47,4.333333333333333
,negative,1,0,0.0
think go everything thought olympic spirit team gb iswas,negative,9,56,5.333333333333333
thanks asking sarah glad tomorrow 5th holiday korea rest right rain,positive,11,67,5.181818181818182
umm comment like p 'i like this',negative,7,32,3.7142857142857144
name also naina,neutral,3,15,4.333333333333333
big day 2day xt launch amazing much free stuff thanx 2 edge telecom found phone wantcnt afford yet though,positive,19,105,4.578947368421052
awww sorry hun sure didnt purpose though seems sweet maybe 24 hour thing,negative,13,72,4.615384615384615
,neutral,1,0,0.0
ah sorry hear saw pic chi look cool got beagle oripei,negative,11,53,3.909090909090909
saw red audi highway sped uo hoping loss,negative,8,40,4.125
super bummed whitecap game plan friend fell throughi need home 7 let sitter go,negative,14,78,4.642857142857143
dave thanks playing happy birthday nkotb today birthday lonely birthday today,neutral,11,77,6.090909090909091
seems like everyone u watching xmen feel like ive started revolution feel nice,positive,13,78,5.076923076923077
hello see online talk pleeez fellow bamf lol,neutral,8,44,4.625
wow purple leopard skin fieeerrceee,neutral,5,35,6.2
want see tour,neutral,3,13,3.6666666666666665
tired hearing story everybody going ibiza,negative,6,41,6.0
souljaa couldnt eat 2,neutral,4,21,4.5
top cashier work today woot woot drink,neutral,7,38,4.571428571428571
im going cruise wish im going vacation thanks though,positive,9,52,4.888888888888889
guy rocked tonight la love ya guy cab wait see another awesome show soon,positive,14,72,4.214285714285714
im definitely makeup challenged curling lash tined moisturiser tip come glossary,neutral,11,80,6.363636363636363
earliest ive age body cry go back sleep must resist shower trick,neutral,12,64,4.416666666666667
going chiro see wrong bum ankle,negative,6,31,4.333333333333333
arrived office preparing busy day listening debussy song always make feel better,positive,12,80,5.75
thought id check home 10 minute ago downloading update home squarethats cant bothered sony,positive,14,90,5.5
hahah yeah problem tomorrow birthday dinner terry 730 dont think well see fight,negative,13,79,5.153846153846154
mine curly atm want mine straight lmao,neutral,7,38,4.571428571428571
didnt get although religious thing think ill let one slip,neutral,10,57,4.8
idea gallore rock opera ftw yes tweet kayleigh writing rock opera info email u coatandkaycom,neutral,15,92,5.2
going irish wedding,neutral,3,19,5.666666666666667
two room packed cleaned three go,neutral,6,32,4.5
want get hand dirty fubumvc documentation yet complete,negative,8,54,5.875
listen back around love song meet tomorrow canï¿½t go swimming sorry,neutral,11,68,5.2727272727272725
20somethin single,neutral,2,17,8.0
inoo sed ino feel coz love kyle feel like saddo true ha want see tuesday,negative,15,72,3.8666666666666667
truesdale lmao mess going atl week,negative,6,34,4.833333333333333
wow thats cool bytheway love new tv show,positive,8,40,4.125
think tea somewhere probably old though,neutral,6,39,5.666666666666667
dang internet night,negative,3,19,5.666666666666667
goodness gracious chair broke,negative,4,29,6.5
britt came way say may fourth work done,positive,8,39,4.0
fire flame dragonforce,neutral,3,22,6.666666666666667
sound like backstage pass,positive,4,25,5.5
haha like go,positive,3,12,3.3333333333333335
trash repops getting tomorrow night suppose,neutral,6,43,6.333333333333333
finished work nd waiting freezing cold drinking mango magic haha fail tt mama wheree yu im cold,negative,17,95,4.647058823529412
cant 29on sugar mountainor people tell,neutral,6,38,5.5
thanks hope 2 iv playing dmc4 like 5 time kind sick hehe,negative,12,56,3.75
week lonely without gossip girl xoxo,negative,6,36,5.166666666666667
prank call,neutral,2,10,4.5
anyway could forgive,negative,3,20,6.0
goin drivein movie first time,neutral,5,29,5.0
diamond brown look black least red co would looked like period stain 3,neutral,13,70,4.461538461538462
,neutral,1,0,0.0
thanks girl woke cnt believe im sick fever wish could pound nyquil suck,negative,13,71,4.538461538461538
excited see cousin week,positive,4,23,5.0
corrected,positive,1,9,9.0
lovin new blackberry,positive,3,20,6.0
impressive fever best wish hope nothing serious,neutral,7,47,5.857142857142857
pretty happy thing changed past 2 monthsdefinitely best,neutral,8,55,6.0
beautiful day working leaving get sun though,positive,7,44,5.428571428571429
lol got ac right know getting chill n gona rain tomorrow,neutral,11,56,4.181818181818182
back track transcription process still cant stop lappy overheating though,negative,10,73,6.4
happy mother day well good one,positive,6,30,4.166666666666667
maikos keyboard birthday today he good boy maybe hell get present,positive,11,65,5.0
good big cousin taking little cousin see hannah montana movie next weekend,positive,12,74,5.25
thats way get thing done distraction,neutral,6,36,5.166666666666667
nnnaaa uhhhh playah shawty got nun maybe phone mine wanted hit left studio,negative,13,74,4.769230769230769
nightmare last night cry think scarred life,negative,7,43,5.285714285714286
handed relax bit,positive,3,16,4.666666666666667
,negative,1,0,0.0
actually omg apparently relative marc went school lol,neutral,8,53,5.75
home,neutral,1,4,4.0
bandung hehe im home,neutral,4,20,4.25
devi thankyou know,positive,3,18,5.333333333333333
follow,neutral,1,6,6.0
aweee sorry deep know love ya,neutral,6,29,4.0
count,neutral,1,5,5.0
nailing webconcepting zone awarded,positive,4,34,7.75
malibu make sleepy doesnt want text im drinking silly maybe ill ring later,neutral,13,74,4.769230769230769
really cannot bothered going work tonigh nice stuck inside,positive,9,58,5.555555555555555
miss come michigan like nowi cant wait till july,negative,9,48,4.444444444444445
give 2 snap hows work going,neutral,6,27,3.6666666666666665
,positive,1,0,0.0
amazing decoration store ive ever seen almost 2 year,positive,9,52,4.888888888888889
afraid daughter going write memoir im ungodly mix mile betty davis eve,negative,12,70,4.916666666666667
north boomin lol fucc club dog rather count million buccz call starbuccz,neutral,12,72,5.083333333333333
,neutral,1,0,0.0
phone lit like christmas tree go work people dont get everything done monday,neutral,13,76,4.923076923076923
coming home tomorrow car full treasure,neutral,6,38,5.5
doesnt want get dressed adult today,negative,6,35,5.0
watchin girl want mom brittany,neutral,5,30,5.2
yes liked much wasnt even cheesy,positive,6,32,4.5
good role model like yinz think,positive,6,31,4.333333333333333
hav chance win 10 100 1000 given free planthave wait till plant grow know anythin,neutral,15,81,4.466666666666667
im back top molar extracted swollen face numb toothache sinus pain,neutral,11,66,5.090909090909091
cant even call belgium suck,negative,5,27,4.6
nuuuuu totally love may best co born may,positive,8,40,4.125
pup would love tobutt saving life saturday night although know missing blast,positive,12,76,5.416666666666667
rain finally arriving drat guess mean well picnic living room instead wolftrap tonite,neutral,13,85,5.615384615384615
,neutral,1,0,0.0
beat aye music hall babyy like cinnamon beat apple apple jack,neutral,11,61,4.636363636363637
matt,neutral,1,4,4.0
sadsorry hear sweet dog,negative,4,23,5.0
waiting bus back cripple creek pick twizzler town seems kind quiet tonite rolynn719,neutral,13,83,5.461538461538462
